GPS Log,,,,,,,,
Item,Date,Elapse (s),Longitude,Latitude,Altitude (m),Heading,Speed (km/h),Total Distance (km)
345,02:09.1,"2,494.00",-2.43695,51.377339,69.3,187.6,0.8,0.535
346,02:24.1,"2,509.00",-2.436953,51.377338,69.3,188.7,0.1,0.535
347,02:25.1,"2,510.00",-2.436951,51.377328,69.3,188.7,4,0.537
348,02:31.1,"2,516.00",-2.43695,51.377334,69.3,189.8,0.5,0.537
349,02:38.1,"2,523.00",-2.436951,51.377336,69.3,184.6,0.1,0.537
350,02:44.1,"2,529.00",-2.436951,51.37734,69.3,183.6,0.2,0.538
351,02:45.1,"2,530.00",-2.436955,51.37732,69.3,183.6,7.8,0.54
352,03:00.1,"2,545.00",-2.436952,51.377332,69.3,186.9,0.3,0.541
353,03:12.1,"2,557.00",-2.436952,51.377337,69.3,163.6,0.2,0.542
354,03:19.1,"2,564.00",-2.43695,51.377336,69.3,167.8,0,0.542
355,03:29.1,"2,574.00",-2.436952,51.377336,69.3,166.8,0.1,0.542
356,03:30.1,"2,575.00",-2.436957,51.377337,69.3,166.8,1.2,0.542
357,03:36.1,"2,581.00",-2.436951,51.377338,69.3,150.2,0.3,0.543
358,03:42.1,"2,587.00",-2.43695,51.377338,69.3,176.6,0.1,0.543
359,03:43.1,"2,588.00",-2.436959,51.377324,69.3,176.6,5.8,0.545
360,03:49.1,"2,594.00",-2.436951,51.377337,69.3,181.1,1,0.546
361,03:55.1,"2,600.00",-2.43695,51.377338,69.3,179,0.1,0.546
362,03:56.1,"2,601.00",-2.436954,51.377318,69.3,179,7.9,0.549
363,04:02.1,"2,607.00",-2.43695,51.377337,69.3,172.8,1.3,0.551
364,04:08.1,"2,613.00",-2.436951,51.37734,69.3,175.9,0.2,0.551
365,04:09.1,"2,614.00",-2.436958,51.377325,69.3,175.9,6.2,0.553
366,04:20.1,"2,625.00",-2.436951,51.377336,69.3,180.5,0.4,0.554
367,04:21.1,"2,626.00",-2.436959,51.377341,69.3,180.5,2.8,0.555
368,04:27.1,"2,632.00",-2.436951,51.37734,69.3,182.6,0.4,0.555
369,04:35.1,"2,640.00",-2.436951,51.377331,69.3,150.8,0.5,0.556
370,04:36.1,"2,641.00",-2.436941,51.377297,69.3,150.8,13.5,0.56
371,04:42.1,"2,647.00",-2.436949,51.377337,69.3,151.9,2.7,0.565
372,04:48.1,"2,653.00",-2.436949,51.377331,69.3,150.6,0.4,0.565
373,04:55.1,"2,660.00",-2.436948,51.377331,69.3,169.3,0,0.565
374,05:01.1,"2,666.00",-2.43695,51.37733,69.3,169.3,0.1,0.565
375,05:06.1,"2,671.00",-2.436949,51.37731,69.3,165.2,1.6,0.568
376,05:08.1,"2,673.00",-2.43695,51.377327,69.3,163,3.4,0.57
377,05:14.1,"2,679.00",-2.43695,51.377338,69.3,163,0.8,0.571
378,05:15.1,"2,680.00",-2.436969,51.377347,69.3,163,6,0.573
379,05:30.1,"2,695.00",-2.43697,51.377348,69.3,163,0,0.573
380,05:45.1,"2,710.00",-2.43697,51.377348,69.3,163,0,0.573
381,05:55.1,"2,720.00",-2.436954,51.37734,69.3,170.3,0.5,0.574
382,06:03.1,"2,728.00",-2.436949,51.377337,69.3,171.3,0.2,0.574
383,06:04.1,"2,729.00",-2.436949,51.377323,69.3,171.3,5.6,0.576
384,06:10.1,"2,735.00",-2.436949,51.377337,69.3,172.1,0.9,0.578
385,06:18.1,"2,743.00",-2.43695,51.377339,69.3,174.9,0.1,0.578
386,06:25.1,"2,750.00",-2.43695,51.377339,69.3,173.9,0,0.578
387,06:31.1,"2,756.00",-2.43695,51.377338,69.3,168.3,0.1,0.578
388,06:37.1,"2,762.00",-2.436953,51.377336,69.3,168.3,0.2,0.578
389,06:38.1,"2,763.00",-2.436956,51.377336,69.3,168.3,0.8,0.579
390,06:50.1,"2,775.00",-2.436952,51.377338,69.3,168.3,0.1,0.579
391,07:02.1,"2,787.00",-2.436951,51.377337,69.3,165.2,0,0.579
392,07:08.1,"2,793.00",-2.436951,51.377333,69.3,166.2,0.2,0.579
393,07:09.1,"2,794.00",-2.436955,51.377328,69.3,166.2,2.2,0.58
394,07:24.1,"2,809.00",-2.436952,51.377335,69.3,166.2,0.2,0.581
395,07:33.1,"2,818.00",-2.436951,51.377336,69.3,165.2,0.1,0.581
396,07:48.1,"2,833.00",-2.436964,51.377328,69.3,165.2,0.3,0.582
397,08:03.1,"2,848.00",-2.436956,51.377334,69.3,165.2,0.2,0.583
398,08:04.1,"2,849.00",-2.436948,51.377345,69.3,165.2,4.9,0.584
399,08:19.1,"2,864.00",-2.436945,51.377348,69.3,164.2,0.1,0.585
400,08:34.1,"2,879.00",-2.436945,51.377349,69.3,164.2,0,0.585
401,08:49.1,"2,894.00",-2.436945,51.377349,69.3,164.2,0,0.585
402,09:04.1,"2,909.00",-2.436945,51.377349,69.3,164.2,0,0.585
403,09:19.1,"2,924.00",-2.436945,51.377349,69.3,164.2,0,0.585
404,09:34.1,"2,939.00",-2.436945,51.377349,69.3,164.2,0,0.585
405,09:49.1,"2,954.00",-2.436945,51.377349,69.3,164.2,0,0.585
406,10:04.1,"2,969.00",-2.436945,51.377349,69.3,164.2,0,0.585
407,10:14.1,"2,979.00",-2.436949,51.37734,69.3,162.1,0.4,0.586
408,10:15.1,"2,980.00",-2.436954,51.377328,69.3,162.1,5.1,0.587
409,10:30.1,"2,995.00",-2.436955,51.377325,69.3,162.1,0.1,0.588
410,10:45.1,"3,010.00",-2.436955,51.377324,69.3,162.1,0,0.588
411,11:00.1,"3,025.00",-2.436955,51.377324,69.3,162.1,0,0.588
412,11:15.1,"3,040.00",-2.436955,51.377324,69.3,162.1,0,0.588
413,11:30.1,"3,055.00",-2.436955,51.377324,69.3,162.1,0,0.588
414,11:36.1,"3,061.00",-2.436951,51.377336,69.3,162.1,0.8,0.589
415,11:37.1,"3,062.00",-2.436965,51.377325,69.3,162.1,5.7,0.591
416,11:46.1,"3,071.00",-2.436955,51.377334,69.3,162.1,0.5,0.592
417,11:47.1,"3,072.00",-2.43696,51.377335,69.3,162.1,1.3,0.592
418,12:02.1,"3,087.00",-2.436954,51.377337,69.3,162.1,0.1,0.593
419,12:09.1,"3,094.00",-2.436952,51.377338,69.3,162.1,0.1,0.593
420,12:22.1,"3,107.00",-2.436951,51.377334,69.3,162.1,0.1,0.593
421,12:31.1,"3,116.00",-2.43695,51.377331,69.3,161,0.1,0.594
422,12:46.1,"3,131.00",-2.436955,51.377324,69.3,161,0.2,0.595
423,13:01.1,"3,146.00",-2.436955,51.377324,69.3,161,0,0.595
424,13:16.1,"3,161.00",-2.436955,51.377324,69.3,161,0,0.595
425,13:31.1,"3,176.00",-2.436955,51.377324,69.3,161,0,0.595
426,13:38.1,"3,183.00",-2.436952,51.377332,69.3,161,0.5,0.596
427,13:53.1,"3,198.00",-2.436956,51.377331,69.3,161,0.1,0.596
428,14:08.1,"3,213.00",-2.436956,51.377331,69.3,161,0,0.596
429,14:23.1,"3,228.00",-2.436956,51.377331,69.3,161,0,0.596
430,14:31.1,"3,236.00",-2.436952,51.377335,69.3,161,0.3,0.597
431,14:32.1,"3,237.00",-2.436954,51.377337,69.3,161,0.7,0.597
432,14:47.1,"3,252.00",-2.436954,51.377337,69.3,161,0,0.597
433,15:02.1,"3,267.00",-2.436954,51.377338,69.3,161,0,0.597
434,15:12.1,"3,277.00",-2.436951,51.377338,69.3,161.4,0.1,0.597
435,15:28.1,"3,293.00",-2.436959,51.377335,69.3,161.4,0.1,0.598
436,15:38.1,"3,303.00",-2.436952,51.377338,69.3,164.4,0.2,0.598
437,15:39.1,"3,304.00",-2.436955,51.377337,69.3,164.4,0.8,0.598
438,15:46.1,"3,311.00",-2.436951,51.377338,69.3,164.4,0.1,0.599
439,16:01.1,"3,326.00",-2.436959,51.377335,69.3,164.4,0.2,0.599
440,16:09.1,"3,334.00",-2.436952,51.377338,69.3,164.4,0.3,0.6
441,16:15.1,"3,340.00",-2.436951,51.377334,69.3,164.4,0.2,0.6
442,16:16.1,"3,341.00",-2.436956,51.377333,69.3,164.4,1.3,0.601
443,16:24.1,"3,349.00",-2.436951,51.377337,69.3,163.4,0.3,0.601
444,16:32.1,"3,357.00",-2.436952,51.377337,69.3,143.9,0,0.601
445,16:33.1,"3,358.00",-2.436953,51.377324,69.3,145,5.1,0.603
446,16:39.1,"3,364.00",-2.43695,51.377337,69.3,144,0.9,0.604
447,16:45.1,"3,370.00",-2.436951,51.377333,69.3,144,0.3,0.605
448,16:46.1,"3,371.00",-2.436957,51.377333,69.3,144,1.6,0.605
449,17:01.1,"3,386.00",-2.436958,51.377333,69.3,144,0,0.605
450,17:16.1,"3,401.00",-2.436959,51.377333,69.3,144,0,0.605
451,17:29.1,"3,414.00",-2.436952,51.377338,69.3,143,0.2,0.606
452,17:44.1,"3,429.00",-2.436956,51.377326,69.3,143,0.3,0.607
453,17:59.1,"3,444.00",-2.436956,51.377326,69.3,143,0,0.607
454,18:14.1,"3,459.00",-2.436956,51.377326,69.3,143,0,0.607
455,18:29.1,"3,474.00",-2.436956,51.377326,69.3,143,0,0.607
456,18:40.1,"3,485.00",-2.436951,51.377336,69.3,153.6,0.4,0.608
457,18:41.1,"3,486.00",-2.436956,51.377334,69.3,153.6,1.4,0.609
458,18:47.1,"3,492.00",-2.43695,51.377339,69.3,153.6,0.4,0.609
459,18:58.1,"3,503.00",-2.436952,51.377336,69.3,152.4,0.1,0.61
460,19:07.1,"3,512.00",-2.436949,51.377334,71.1,153.5,0.1,0.61
461,19:22.1,"3,527.00",-2.436937,51.377347,71.2,153.5,0.4,0.612
462,19:37.1,"3,542.00",-2.436936,51.377348,71.2,153.5,0,0.612
463,19:52.1,"3,557.00",-2.436936,51.377348,71.3,153.5,0,0.612
464,20:01.1,"3,566.00",-2.436948,51.37734,71.5,153.5,0.5,0.613
465,20:16.1,"3,581.00",-2.436952,51.377332,71.5,151.2,0.2,0.614
466,20:17.1,"3,582.00",-2.436956,51.377332,71.5,152.3,1,0.614
467,20:23.1,"3,588.00",-2.43695,51.377338,71.5,159.9,0.5,0.615
468,20:29.1,"3,594.00",-2.43695,51.377339,71.5,171.3,0.1,0.615
469,20:30.1,"3,595.00",-2.436958,51.377332,71.5,171.3,3.4,0.616
470,20:45.1,"3,610.00",-2.436953,51.377336,71.5,179.8,0.1,0.617
471,20:51.1,"3,616.00",-2.43695,51.377338,71.5,177.8,0.2,0.617
472,20:52.1,"3,617.00",-2.436952,51.377318,71.5,177.8,8,0.619
473,21:07.1,"3,632.00",-2.436951,51.37733,71.5,176.7,0.3,0.621
474,21:13.1,"3,638.00",-2.43695,51.377336,71.5,176.7,0.5,0.621
475,21:14.1,"3,639.00",-2.436952,51.37731,71.5,176.7,10.7,0.624
476,21:28.1,"3,653.00",-2.43695,51.377333,71.5,181.9,0.7,0.627
477,21:34.1,"3,659.00",-2.43695,51.377336,71.5,181.9,0.2,0.627
478,21:35.1,"3,660.00",-2.436964,51.377334,71.5,181.9,3.6,0.628
479,21:50.1,"3,675.00",-2.436968,51.377334,71.5,181.9,0.1,0.629
480,22:05.1,"3,690.00",-2.436969,51.377334,71.5,181.9,0,0.629
481,22:20.1,"3,705.00",-2.436969,51.377334,71.5,181.9,0,0.629
482,22:35.1,"3,720.00",-2.436969,51.377334,71.5,181.9,0,0.629
483,22:47.1,"3,732.00",-2.436957,51.377337,71.5,180.9,0.3,0.63
484,23:02.1,"3,747.00",-2.436952,51.377305,71.5,180.9,0.8,0.633
485,23:17.1,"3,762.00",-2.436951,51.377304,71.5,180.9,0,0.633
486,23:32.1,"3,777.00",-2.436951,51.377303,71.5,180.9,0,0.633
487,23:47.1,"3,792.00",-2.436951,51.377303,71.5,180.9,0,0.633
488,24:02.1,"3,807.00",-2.436951,51.377303,71.5,180.9,0,0.633
489,24:17.1,"3,822.00",-2.436951,51.377303,71.5,180.9,0,0.634
490,24:32.1,"3,837.00",-2.436951,51.377303,71.5,180.9,0,0.634
491,24:47.1,"3,852.00",-2.436951,51.377303,71.5,180.9,0,0.634
492,25:02.1,"3,867.00",-2.43695,51.377332,71.5,183,0.8,0.637
493,25:17.1,"3,882.00",-2.436958,51.377327,71.5,183,0.2,0.638
494,25:32.1,"3,897.00",-2.436959,51.377327,71.5,183,0,0.638
495,25:47.1,"3,912.00",-2.436959,51.377327,71.5,183,0,0.638
496,26:02.1,"3,927.00",-2.436959,51.377327,71.5,183,0,0.638
497,26:17.1,"3,942.00",-2.436959,51.377327,71.5,183,0,0.638
498,26:26.1,"3,951.00",-2.436952,51.377336,71.5,184.3,0.5,0.639
499,26:41.1,"3,966.00",-2.436953,51.377338,71.5,182.2,0,0.639
500,26:42.1,"3,967.00",-2.436965,51.377321,71.5,183.2,7.5,0.641
501,26:48.1,"3,973.00",-2.436952,51.377336,71.5,184.2,1.2,0.643
502,26:56.1,"3,981.00",-2.436951,51.377338,71.5,183.2,0.1,0.644
503,27:05.1,"3,990.00",-2.436952,51.377337,71.5,183.2,0.1,0.644
504,27:06.1,"3,991.00",-2.436959,51.377324,71.5,183.2,5.2,0.645
505,27:14.1,"3,999.00",-2.436953,51.377334,71.5,182.2,0.5,0.646
506,27:15.1,"4,000.00",-2.436959,51.377326,71.5,182.2,3.6,0.647
507,27:30.1,"4,015.00",-2.436961,51.377324,71.5,182.2,0.1,0.648
508,27:40.1,"4,025.00",-2.436952,51.377336,71.5,181.2,0.5,0.649
509,27:41.1,"4,026.00",-2.436958,51.377335,71.5,181.2,1.4,0.65
510,27:56.1,"4,041.00",-2.436959,51.377335,71.5,181.2,0,0.65
511,28:11.1,"4,056.00",-2.43696,51.377335,71.5,182.2,0,0.65
512,28:26.1,"4,071.00",-2.43696,51.377335,71.5,182.2,0,0.65
513,28:39.1,"4,084.00",-2.436964,51.377322,71.5,160.3,0.4,0.651
514,28:45.1,"4,090.00",-2.436976,51.377287,71.5,152.6,2.3,0.655
515,28:46.1,"4,091.00",-2.43696,51.377309,71.5,152.6,9.6,0.658
516,28:56.1,"4,101.00",-2.436969,51.377293,71.5,152.4,0.7,0.66
517,29:11.1,"4,116.00",-2.436962,51.377328,71.5,152.4,1,0.664
518,29:26.1,"4,131.00",-2.436962,51.377329,70.7,152.4,0,0.664
519,29:36.1,"4,141.00",-2.43697,51.377304,69.6,160,1,0.667
520,29:37.1,"4,142.00",-2.436966,51.377322,69.6,160,7.4,0.669
521,29:43.1,"4,148.00",-2.436972,51.377304,69.5,160,1.2,0.671
522,29:50.1,"4,155.00",-2.436959,51.377269,69.5,157.9,2,0.675
523,29:51.1,"4,156.00",-2.436952,51.377327,69.5,158.9,23,0.681
524,29:57.1,"4,162.00",-2.436951,51.377338,69.5,158.9,0.8,0.682
525,29:58.1,"4,163.00",-2.436948,51.377312,69.5,158.9,10.6,0.685
526,30:06.1,"4,171.00",-2.43695,51.377334,69.5,156.4,1.1,0.688
527,30:12.1,"4,177.00",-2.43695,51.377339,69.5,158.5,0.3,0.688
528,30:13.1,"4,178.00",-2.436959,51.377331,69.5,158.5,3.7,0.689
529,30:19.1,"4,184.00",-2.436951,51.377338,69.5,159.5,0.6,0.69
530,30:20.1,"4,185.00",-2.436949,51.377315,69.5,159.5,9.3,0.693
531,30:26.1,"4,191.00",-2.436949,51.37733,69.3,159.5,1,0.694
532,30:39.1,"4,204.00",-2.43695,51.37733,69.3,157.4,0,0.694
533,30:45.1,"4,210.00",-2.43695,51.377335,69.3,155.3,0.4,0.695
534,30:46.1,"4,211.00",-2.436953,51.377322,69.3,155.3,5.3,0.697
535,30:53.1,"4,218.00",-2.436951,51.377334,69.3,155.3,0.7,0.698
536,30:54.1,"4,219.00",-2.436952,51.377336,69.3,155.3,0.8,0.698
537,31:00.1,"4,225.00",-2.43695,51.377338,69.3,156.3,0.2,0.698
538,31:01.1,"4,226.00",-2.436957,51.377329,69.3,156.3,3.9,0.7
539,31:07.1,"4,232.00",-2.436951,51.377338,69.3,157.3,0.6,0.701
540,31:08.1,"4,233.00",-2.436959,51.377336,69.3,156.2,2.2,0.701
541,31:14.1,"4,239.00",-2.436951,51.377339,69.3,146.5,0.4,0.702
542,31:20.1,"4,245.00",-2.43695,51.377339,69.3,146.5,0.1,0.702
543,31:32.1,"4,257.00",-2.436953,51.377337,69.3,149.6,0.1,0.702
544,31:42.1,"4,267.00",-2.436952,51.377338,69.3,161.9,0.1,0.702
545,31:43.1,"4,268.00",-2.436951,51.377323,69.3,161.9,5.9,0.704
546,31:49.1,"4,274.00",-2.436949,51.377337,69.3,160.9,0.9,0.706
547,31:55.1,"4,280.00",-2.436951,51.377339,69.3,160.9,0.2,0.706
548,31:56.1,"4,281.00",-2.436944,51.377314,69.3,160.9,10.1,0.709
549,32:03.1,"4,288.00",-2.436949,51.377334,69.3,160.9,1.2,0.711
550,32:04.1,"4,289.00",-2.436948,51.377327,69.3,160.9,3,0.712
551,32:15.1,"4,300.00",-2.43695,51.377336,69.3,171.3,0.4,0.713
552,32:16.1,"4,301.00",-2.436948,51.377317,69.3,177.3,7.7,0.715
553,32:18.1,"4,303.00",-2.436946,51.377308,69.3,176,1.9,0.716
554,32:27.1,"4,312.00",-2.436957,51.377316,69.3,173.9,0.5,0.717
555,32:33.1,"4,318.00",-2.436961,51.37732,69.3,171.7,0.3,0.718
556,32:34.1,"4,319.00",-2.43694,51.377283,69.3,171.7,15.8,0.722
557,32:43.1,"4,328.00",-2.436957,51.377311,69.3,163.2,1.3,0.725
558,32:44.1,"4,329.00",-2.436953,51.377333,69.3,166.4,8.9,0.728
559,32:50.1,"4,335.00",-2.436951,51.377341,69.3,159.5,0.6,0.729
560,32:51.1,"4,336.00",-2.436966,51.377319,69.3,159.5,9.7,0.732
561,33:06.1,"4,351.00",-2.43697,51.377313,69.3,159.5,0.2,0.732
562,33:15.1,"4,360.00",-2.436953,51.377334,69.3,165.9,1.1,0.735
563,33:21.1,"4,366.00",-2.436949,51.37734,69.3,152.9,0.5,0.736
564,33:22.1,"4,367.00",-2.436957,51.377335,69.3,152.9,2.9,0.736
565,33:28.1,"4,373.00",-2.43695,51.377338,69.3,149.8,0.4,0.737
566,33:34.1,"4,379.00",-2.43695,51.377338,69.3,120.5,0.1,0.737
567,33:35.1,"4,380.00",-2.436965,51.377333,69.3,121.6,4.1,0.738
568,33:41.1,"4,386.00",-2.436951,51.377339,69.3,137.9,0.7,0.739
569,33:47.1,"4,392.00",-2.436949,51.377338,69.3,137.9,0.1,0.74
570,33:53.1,"4,398.00",-2.43695,51.377339,69.3,139,0.1,0.74
571,33:54.1,"4,399.00",-2.436953,51.377327,69.3,139,4.9,0.741
572,34:09.1,"4,414.00",-2.436953,51.377323,69.3,139,0.1,0.741
573,34:24.1,"4,429.00",-2.436953,51.377323,69.3,139,0,0.742
574,34:39.1,"4,444.00",-2.436951,51.377335,69.3,142.1,0.3,0.743
575,34:46.1,"4,451.00",-2.43695,51.377339,69.3,143.1,0.2,0.743
576,34:57.1,"4,462.00",-2.436951,51.377338,69.3,142.1,0,0.743
577,35:03.1,"4,468.00",-2.43695,51.377338,69.3,142.1,0.1,0.743
578,35:04.1,"4,469.00",-2.436958,51.377336,69.3,143.2,2,0.744
579,35:10.1,"4,475.00",-2.436951,51.377338,69.3,143.2,0.3,0.745
580,35:18.1,"4,483.00",-2.436951,51.377338,69.3,145.2,0,0.745
581,35:19.1,"4,484.00",-2.436967,51.377329,69.3,146.2,5.1,0.746
582,35:25.1,"4,490.00",-2.436951,51.377338,69.3,142.9,0.8,0.747
583,35:32.1,"4,497.00",-2.43695,51.377338,69.3,146,0,0.748
584,35:38.1,"4,503.00",-2.436951,51.377339,69.3,143,0.1,0.748
585,35:39.1,"4,504.00",-2.436953,51.377312,69.3,143,10.4,0.751
586,35:51.1,"4,516.00",-2.436951,51.377328,69.3,143,0.5,0.752
587,36:06.1,"4,531.00",-2.436951,51.37732,69.3,143,0.2,0.753
588,36:21.1,"4,546.00",-2.43695,51.377332,69.3,141.9,0.3,0.755
589,36:22.1,"4,547.00",-2.436959,51.377335,69.3,141.9,2.5,0.755
590,36:30.1,"4,555.00",-2.436952,51.377339,69.3,141.9,0.3,0.756
591,36:31.1,"4,556.00",-2.436959,51.377323,69.3,141.9,6.4,0.758
592,36:46.1,"4,571.00",-2.43696,51.377319,69.3,141.9,0.1,0.758
593,37:01.1,"4,586.00",-2.436961,51.377318,69.3,141.9,0,0.758
594,37:16.1,"4,601.00",-2.436961,51.377318,69.3,141.9,0,0.758
595,37:31.1,"4,616.00",-2.436954,51.377331,69.3,145.9,0.4,0.76
596,37:37.1,"4,622.00",-2.436951,51.377339,69.3,148.1,0.6,0.761
597,37:38.1,"4,623.00",-2.436957,51.377337,69.3,148.1,1.8,0.761
598,37:47.1,"4,632.00",-2.436951,51.377338,69.3,143.9,0.2,0.762
599,37:53.1,"4,638.00",-2.43695,51.377338,69.3,144.9,0.1,0.762
600,37:59.1,"4,644.00",-2.436952,51.377329,69.3,144.9,0.6,0.763
601,38:00.1,"4,645.00",-2.436958,51.377328,69.3,144.9,1.3,0.763
602,38:10.1,"4,655.00",-2.436951,51.377337,69.3,149.4,0.4,0.764
603,38:11.1,"4,656.00",-2.436948,51.377314,69.3,149.4,9.3,0.767
604,38:17.1,"4,662.00",-2.436949,51.377336,69.3,157.8,1.5,0.769
605,38:23.1,"4,668.00",-2.43695,51.377332,69.3,156.8,0.3,0.77
606,38:24.1,"4,669.00",-2.436957,51.377323,69.3,156.8,3.8,0.771
607,38:39.1,"4,684.00",-2.436952,51.377334,69.3,164,0.3,0.772
608,38:45.1,"4,690.00",-2.43695,51.377339,69.3,166,0.3,0.773
609,38:46.1,"4,691.00",-2.436948,51.377315,69.3,166,9.6,0.775
610,38:52.1,"4,697.00",-2.436949,51.377336,69.3,163.8,1.4,0.778
611,38:53.1,"4,698.00",-2.43695,51.377313,69.3,163.8,9.2,0.78
612,39:06.1,"4,711.00",-2.43695,51.377334,69.3,165,0.6,0.782
613,39:20.1,"4,725.00",-2.436951,51.377336,69.3,166,0.1,0.783
614,39:28.1,"4,733.00",-2.43695,51.377337,69.3,165,0.1,0.783
615,39:29.1,"4,734.00",-2.436934,51.377302,69.3,165,14.8,0.787
616,39:44.1,"4,749.00",-2.43693,51.377292,69.3,165,0.3,0.788
617,39:59.1,"4,764.00",-2.436929,51.37729,69.3,165,0.1,0.788
618,40:08.1,"4,773.00",-2.436946,51.37733,69.3,163.8,1.9,0.793
619,40:09.1,"4,774.00",-2.436948,51.377307,69.3,163.8,9.2,0.796
620,40:17.1,"4,782.00",-2.43695,51.377333,69.3,157.4,1.3,0.799
621,40:26.1,"4,791.00",-2.436951,51.377335,69.3,172.3,0.1,0.799
622,40:27.1,"4,792.00",-2.436954,51.377334,69.3,172.3,1.1,0.799
623,40:33.1,"4,798.00",-2.43695,51.377339,69.3,170.2,0.4,0.8
624,40:34.1,"4,799.00",-2.436958,51.377336,69.3,170.2,2.2,0.8
625,40:47.1,"4,812.00",-2.436953,51.377338,69.3,168.2,0.1,0.801
626,40:48.1,"4,813.00",-2.436955,51.377317,69.3,168.2,8.5,0.803
627,41:03.1,"4,828.00",-2.436955,51.377311,69.3,168.2,0.1,0.804
628,41:16.1,"4,841.00",-2.436951,51.377334,69.3,164.9,0.7,0.806
629,41:22.1,"4,847.00",-2.43695,51.377329,69.3,164.9,0.3,0.807
630,41:23.1,"4,848.00",-2.436955,51.377327,69.3,164.9,1.4,0.807
631,41:31.1,"4,856.00",-2.43695,51.377338,69.3,165.3,0.5,0.808
632,41:32.1,"4,857.00",-2.436955,51.377335,69.3,165.3,1.7,0.809
633,41:47.1,"4,872.00",-2.436952,51.377337,69.3,165.1,0.1,0.809
634,41:53.1,"4,878.00",-2.436951,51.377338,69.3,166.1,0.1,0.809
635,41:54.1,"4,879.00",-2.436954,51.377324,69.3,166.1,5.5,0.811
636,42:07.1,"4,892.00",-2.436951,51.377336,69.3,165.1,0.4,0.812
637,42:08.1,"4,893.00",-2.436961,51.377325,69.3,165.1,4.9,0.813
638,42:23.1,"4,908.00",-2.436963,51.377323,69.3,166.1,0.1,0.814
639,42:33.1,"4,918.00",-2.436952,51.377336,69.3,162.9,0.6,0.815
640,42:34.1,"4,919.00",-2.436961,51.377329,69.3,162.9,3.3,0.816
641,42:49.1,"4,934.00",-2.436964,51.377328,69.3,161.9,0.1,0.817
642,42:56.1,"4,941.00",-2.436952,51.377337,69.3,162.9,0.6,0.818
643,43:08.1,"4,953.00",-2.43695,51.377338,69.3,162.9,0.1,0.818
644,43:09.1,"4,954.00",-2.436958,51.377331,69.3,162.9,3.3,0.819
645,43:17.1,"4,962.00",-2.436951,51.377337,69.3,156.6,0.4,0.82
646,43:18.1,"4,963.00",-2.436958,51.377328,69.3,156.6,3.9,0.821
647,43:25.1,"4,970.00",-2.43695,51.377338,69.3,156.6,0.6,0.822
648,43:34.1,"4,979.00",-2.436951,51.377338,69.3,156.7,0,0.822
649,43:35.1,"4,980.00",-2.436959,51.377325,69.3,156.7,5.5,0.824
650,43:43.1,"4,988.00",-2.43695,51.377338,69.3,156.7,0.7,0.825
651,43:44.1,"4,989.00",-2.436957,51.37732,69.3,156.7,7,0.827
652,43:52.1,"4,997.00",-2.436951,51.377335,69.3,157.7,0.8,0.829
653,43:53.1,"4,998.00",-2.43696,51.377323,69.3,157.7,5.6,0.83
654,44:08.1,"5,013.00",-2.436963,51.377319,69.3,156.7,0.1,0.831
655,44:19.1,"5,024.00",-2.436952,51.377335,69.3,156.6,0.6,0.833
656,44:20.1,"5,025.00",-2.436956,51.377334,69.3,156.6,1,0.833
657,44:35.1,"5,040.00",-2.436957,51.377334,69.3,156.6,0,0.833
658,44:50.1,"5,055.00",-2.436957,51.377333,69.3,156.6,0,0.833
659,44:59.1,"5,064.00",-2.436951,51.377338,69.3,156.6,0.2,0.834
660,45:05.1,"5,070.00",-2.43695,51.377338,69.3,155.6,0.1,0.834
661,45:06.1,"5,071.00",-2.436957,51.377321,69.3,155.6,7,0.836
662,45:12.1,"5,077.00",-2.43695,51.377337,69.3,155.6,1.1,0.837
663,45:13.1,"5,078.00",-2.436958,51.377326,69.3,155.6,5,0.839
664,45:19.1,"5,084.00",-2.436953,51.377335,69.3,155.6,0.7,0.84
665,45:20.1,"5,085.00",-2.436956,51.377334,69.3,155.6,1,0.84
666,45:35.1,"5,100.00",-2.436957,51.377333,69.3,155.6,0,0.84
667,45:50.1,"5,115.00",-2.436957,51.377333,69.3,155.6,0,0.84
668,46:00.1,"5,125.00",-2.436953,51.377336,69.3,156.6,0.2,0.841
669,46:06.1,"5,131.00",-2.436952,51.377337,69.3,156.6,0.1,0.841
670,46:07.1,"5,132.00",-2.43696,51.377337,69.3,156.6,2,0.842
671,46:22.1,"5,147.00",-2.436953,51.377338,69.3,156.6,0.1,0.842
672,46:34.1,"5,159.00",-2.436951,51.377338,69.3,160.2,0,0.842
673,46:42.1,"5,167.00",-2.43695,51.377337,69.3,143.4,0.1,0.842
674,46:48.1,"5,173.00",-2.43695,51.377339,69.3,144.5,0.1,0.842
675,46:49.1,"5,174.00",-2.436949,51.377325,69.3,144.5,5.6,0.844
676,46:56.1,"5,181.00",-2.43695,51.377337,69.3,145.5,0.7,0.845
677,47:02.1,"5,187.00",-2.43695,51.377339,69.3,145.5,0.1,0.846
678,47:03.1,"5,188.00",-2.436954,51.377328,69.3,145.5,4.6,0.847
679,47:15.1,"5,200.00",-2.436951,51.377337,69.3,144.5,0.3,0.848
680,47:30.1,"5,215.00",-2.436951,51.377334,69.3,142.5,0.1,0.848
681,47:36.1,"5,221.00",-2.43695,51.37734,69.3,147.5,0.3,0.849
682,47:37.1,"5,222.00",-2.436953,51.377319,69.3,147.5,8.3,0.851
